liste Clients Mag
Code Libre;Nom;CP Fact;Ville Fact;Téléphone Fact;Commentaire
C00000001385;TECHNI SCENE CONCEPT EUROPE;13170;LES PENNES MIRABEAU;;
C0716;TECHNI'SCÈNE;42170;CHAMBLES;04 77 52 35 74;DIDIER FALLAIRE 04 77 36 58 93
C00000003162;TECHNIC MOTO;42000;SAINT-ETIENNE;;
C00000001644;TELLI SABATA;69380;CHARNAY;;
C00000001545;TEMPO;42650;ST JEAN BONNEFONDS;;
C00000001486;TEMPO SYSTEM;42100;SAINT-ETIENNE;;
C00000001595;TEMPO.;42000;ST ETIENNE;;
C0717;TERINS Julien;73000;CHAMBERY;620732594;
C00000002996;terrapublica;69007;LYON;428870400;
C0057;TERROIR PROD;42400;Saint- Chamond;;
C00000002696;TETRO;69007;LYON;478583801;
C0718;TEXEN ;13798;AIX EN PROVENCE  CEDEX 3;442245400;
C00000002147;THE PARTY;42000;SAINT ETIENNE;;
C0968;THE ROCK RUNNER'S;69140;RILLEUX LA PAPE;;
C00000002254;THE SOUL SONICS;42000;SAINT-ETIENNE;;
C00000001080;thea;42300;ROANNE;;
C00000002043;THEATRE DE L'INCENDIE;42100;SAINT ETIENNE;;
C00000003167;THÉÂTRE DE LA CITÉ;31000;TOULOUSE;477256761;
C00000003182;THEATRE DE LA TARLATANE;42100 SAIN;;;
C00000003332;THEATRE DE LA TRAME;42170;ST JUST ST RAMBERT;;
C00000002598;THEATRE DE MOULINS;3000;MOULINS;470480103;
C00000001074;THEATRE DE ROANNE;42328;ROANNE CEDEX;477232000;ENVOYER FACTURE PAR MAIL :<>factrues@mairie-roanne.fr
C00000002953;THEATRE DE SARTROUVILLE ET DES YVELINES;78500;SARTROUVILLE;130867777;
C00000001993;THEATRE DES CORDELIERS;26100;ROMANS SUR ISERE;;
C00000001601;THEATRE DES NUAGES DE NEIGE;75011;PARIS;;
C0284;THEATRE DES PENITENTS;42600;MONTBRISON;477963916;CHORUS PRO :PAS DE N° ET DE CODE POUR LE THEATRE<><>BIEN DIFFÉRENCIER LE THEATRE OU LA VILLE
C00000003279;Théâtre des Trois Ducs;;;;
C00000001564;THEATRE DU CANARD BLEU;42510;BUSSIERES;;
C0720;THEATRE DU CRI;42100;SAINT-ETIENNE;689982377;
C00000003255;THEATRE LE VERSO;42000;SAINT ETIENNE;;
C00000002069;THEATRE LES LOGES;42740;SAINT PAUL EN JAREZ;;
C00000002705;THEATRE LES TROIS COUPS;42100;SAINT ETIENNE;;
C00000001608;THEATRE LIBRE;42100;SAINT-ETIENNE;;
C00000002651;THEATRE PNEUMATIQUE;42140;CHAZELLES-SUR-LYON;;
C00000002141;THERMAFLU;43210;BAS-EN-BASSET;471618600;
C0880;THIZY;42;ROCHE LA MOLIERRE;;
C00000002243;THOMAS COOK VOYAGES;42100;SAINT-ETIENNE;477478383;
C0721;THOMAS SOGRAMA;42166;ANDREZIEUX BOUTHEON;;
C00000001112;TITI PRODUCTION;;;;
C00000001977;TL7;42530;ST GENEST LERPT;04 77 36 54 54;
C00000001670;TLS;30920;CODOGNAN;04 66 51 06 97;
C0719;TM FORMATION;42000;Saint Etienne;477791408;
C00000001739;TNT TECHNICS;90800;ARGIESANS;03 84 21 65 65;
C0957;TOO MUCH PRODUCTION;34500;BEZIERS;;
C00000002814;TORREGROSA -GIOBBIO Henry-Jean;83160;LA VALETTE DU VAR;682186824;
C00000002926;TOTAAL REZ;69009;LYON;;
C00000003147;TOTEM RITUEL;3300;CREUZIER-LE-VIEUX;;
C00000002083;TOURNIER Anthony;42100;SAINT ETIENNE;;
C00000003052;TOURS ARTS PRODUCTIONDS;84 000;AVIGNON;;
C00000001891;TOUS ENSEMBLE SUR 2 ROUES;69590;LARAJASSE;09 53 83 74 74;
C00000001345;TOUT UN EVENEMENT;43000;LE PUY EN VELAY;;
C00000002447;TRAFIC MUSIC;42400;SAINT CHAMOND;;
C00000003000;TRAIN DE NUIT;42000;SAINT-ETIENNE;;
C00000002610;TRANS'VTT PILAT;42290;SORBIERS;;
C0723;TRANSIT;63430;PONT DE CHATEAUX;473693898;
C00000001618;TREMPLIN PRODUCTIONS;74000;ANNECY;04 50 66 47 41;
C0724;TREMPLINS DES ESPOIRS;42000;ST ETIENNE ;;
C00000001612;TREMPO JUMP 42;42100;ST ETIENNE;;
C0807;TRIBUANI;42100;SAINT-ETIENNE;04 77 95 57 72;
C0725;TRIDOME BRICOLAGE;42400;ST CHAMOND;477293900;
C00000001307;TRIKAL;42160;ANDREZIEUX-BOUTHEON;0477 373737;
C00000003062;TROIS HUIT ET COMPAGNIE;;;;
C0727;TROUBLE THEATRE;42000;SAINT ETIENNE;;
C00000002165;TS3;75017;PARIS;;
C00000001616;TSE;68440;HABSHEIM;;
C00000001987;TURCO Antonin;42100;SAINT-ETIENNE;;
C00000001163;TURCO Gino-Biagio;42100;ST ETIENNE;;
C00000001685;TURCO Michel;34660;GALLARGUES LE MONTUEUX;;
C00000002031;TURCO Rémi;42100;ST ETIENNE;;
C00000001803;TV&CO;42660;ST GENEST MALIFAUX;;
C0894;TV5 MONDE;75017;PARIS;01 44 18 55 55;
C0730;TWIN AUDIO LIVE;34430;Saint Jean de védas;467650645;
C0731;TWO;42800;SAINT MARTIN LA PLAINE;607764357;
C0887;TYMBEL PRODUCTION;;;;
C0135;U.A.S.E.L;42000;SAINT ETIENNE;477921093;
C00000002346;UBITECH;13014;MARSEILLE;;
C00000002854;UDAM;42800;SAINT JOSEPH;;
C00000001622;UFR MEDECINE MONTPELLIER;34000;MONTPELLIER;;
C00000003236;UIMM Loire;42951;SAINT ETIENNE CEDEX 01;;
C00000002200;UK&ALPINE EVENTS LTD;;UNITED KINGDOM;;
C00000002524;UN SOURIRE POUR LANA;42340;VEAUCHE;;
C00000002452;UNAGI SAINT ETIENNE;42000;SAINT ETIENNE;;
C00000002757;UNANIM PROD;13730;SAINT VICTORET;413416990;
C00000002847;UNE AGENCE AMERICAINE;75011;PARIS;185347035;
C00000001752;UNE AUTRE HISTOIRE;1290;GRIEGES;385318279;
C0169;UNE MAIN POUR TOUS;42000;Saint-Etienne;617604413;
C0174;UNEF SAINT ETIENNE;42023;SAINT ETIENNE CEDEX 2;618534701;
C00000002982;UNIFESTIVAL;42350;LA TALAUDIERE;;
C00000002448;UNION DEPARTEMENTALE CGT;42000;SAINT ETIENNE;;
C00000003141;Union Départementale Des Associations Familiales;42002;SAINT ETIENNE CEDEX1;477432478;
C00000001927;UNION DES ARTISTES;42000;SAINT-ETIENNE;;
C00000001228;Union des Artistes du Music Hall de la Loire;42000;SAINT-ETIENNE;;
C0142;UNION DES COMERCANTS;42800;RIVE DE GIER;;
C0030;UNION DES MUTUELLES AMI PRESENCE;42030;ST ETIENNE CEDEX;477432091;
C00000001462;UNION MUSICAL DE LA FOUILLOUSE;42480;LA FOUILLOUSE;;
C00000002723;UNION MUSICALE;42170;SAINT JUST ST RAMBERT;;
C00000001754;UNION MUSICALE DE LA FOUILLOUSE;42280;LA FOUILLOUSE;;
C00000001043;UNION SPORTIVE FOREZIENNE;42110;FEURS;;
C00000002496;UNIVERS SCENE;42000;SAINT ETIENNE;477592768;
C0155;UNIVERS SOUL;42100;SAINT ETIENNE;667974341;
C00000002505;Université de Lyon;69007;LYON;;
C00000001036;UNIVERSITE JEAN MONNET;42023;ST ETIENNE CEDEX 2;477421700;ENVOI DES FACTURES PAR CHORUS (05/04/19)<><>CODE SERVICE :SFACT<><><><>NUméro d'engagement c'est égal au numéro de commande 450..........<>VOIR COURRIER POUR LE SERVICE<><>S.GRANT : PRESTAS 04 77 42 17 61<>C.VIEILLARD : LOC & ACHATS 04 77 42 17 74
C00000002558;UNSA;;;;
C0206;URBAN CONCEPTION;42500;Chambon Feugerolles;633539850;
C0733;URSSAF DE Saint-Etienne;42000;SAINT-ETIENNE;;
C0079;USAE;42023;ST ETIENNE CEDEX 2;675885097;
C00000003221;USD CGT SANTE ACTION SOCIALE BOURSE DU TRAVAIL;42028;SAINT ETIENNE;477492485;
C0734;USEM;42600;MOINGT;;
C00000001098;V.L.S;78533;BUC CEDEX;01 39 07 20 11;
C00000001647;V12 MUSIC;PARIS;;;
C00000003124;VACHERON Steven;34230;PAULHAN;;
C00000002807;VALENCE ROMANS TOURISME;26000;VALENCE;;
C0735;VALOURS DAVID;42300;ROANNE;;
C00000001191;VASSAL Jennifer;42240;ST PAUL EN CORNILLON;;
C00000001967;VBEG;42700;FIRMINY;;
C0736;VEDECHE ALAIN;;;686275448;
C00000002670;VELO ETAPE;42800;RIVE DE GIER;;
C00000001589;VERDET PAYSAGE;1100;BELLIGNAT;;
C00000001942;VERIFERME;63203;RIOM;473630995;
C00000001930;VERNAY Adrien;69590;POMEYS;;
C00000001851;VERNAY Quentin;42170;SAINT JUST SAINT RAMBERT;;
C00000001533;VERNIN LUDOVIC;42260;SAINT MARTIN LA SAUVETE;04 77 62 29 44;
C00000001995;VERONIQUE ESTHETIQUE;42100;SAINT-ETIENNE;;
C00000001629;VEROT Yannick;42260;PLANFOY;;
C0737;VERSION DIRECT;69003;Lyon;478540487;
C00000002187;VERSION ORIGINALE;42000;SAINT-ETIENNE;477327900;ENVOI FACTURE MAR MAIL (24/01/18)
C00000002799;VERT BOUCAN;42000;SAINT-ETIENNE;;
C00000001652;VET TUP;42600;MONTBRISON;;
C00000003274;VIALATTE Matthieu;42400;SAINT CHAMOND;;
C0738;VIALLA V.;42490;FRAISSES;477614821;
C0147;VIBRATIONS;42100;SAINT ETIENNE;687283997;
C00000002742;VICHY CULTURE - Service des Expositions;3200;VICHY;;
C0739;VIDEOSCOPE  Multimedia;42000;Saint Etienne;477493333;Envoi par mail
C0182;VIDOLE;42000;SAINT-ETIENNE;477417839;
C00000001283;VIE Jean-Philippe;31340;VILLEMUR/TARN;;
C00000001024;VIEILLARD VICTOR;69001;LYON;;
C00000001244;VIEILLES PIERRE ET MUSIQUES;63450;CHANONAT;;
C0311;VILLAGE CLUB DU SOLEIL;5170;ORCIERES;492408000;
C0748;VILLE D'ANDREZIEUX BOUTHEON;42161;ANDREZIEUX BOUTHEON;477555266;Code services : <>TH : Théatre du Parc<>CV : Conservatoire<>CO : Communication<>POSSIBILITÉ DÉPOT SANS BC
C00000002035;VILLE D'ANNECY;74370;ANNECY;450194370;
C00000002033;VILLE D'EPINOUZE;26210;EPINOUZE;475317075;
C00000002060;VILLE D'HAUTERIVES;26390;HAUTERIVES;;
C00000002388;VILLE D'ORMESSON SUR MARNE;94490;ORMESSON SUR MARNE;;
C00000001570;VILLE D'ORNANS;25290;ORNANS;;
C00000003050;VILLE D'OULLINS-PIERRE-BENITE;69600;OULLINS-PIERRE-BENITE;663592137;Code service : MADP
C0752;VILLE D'UNIEUX;42240;UNIEUX ;477403085;
C0786;"VILLE D""ECOTAY";42600;ECOTAY;;
C0785;VILLE DE BANDOL;83150;BANDOL;;
C00000002605;VILLE DE BAS-EN-BASSET;43210;BAS-EN-BASSET;471667237;
C00000001012;VILLE DE BEAUCAIRE;30300;BEAUCAIRE;;
C00000001263;VILLE DE BEAUNE;21200;BEAUNE;;
C00000001455;VILLE DE BEAUZAC;43590;BEAUZAC;471614749;
C00000002261;VILLE DE BELLERIVE SUR ALLIER;3700;BELLERIVE SUR ALLIER;;
C00000002630;Ville de BLANZY;71450;BLANZY;;
C00000001344;VILLE DE BOEN;42130;BOEN;;
C00000002123;ville de bonson;42160;BONSON;477551416;
C0753;VILLE DE BONSON ;42160;BONSON ;;
C00000001388;VILLE DE BOURG ARGENTAL;42220;BOURG ARGENTAL;477396134;
C00000001598;VILLE DE BOURGOIN JAILLEU;38317;BOURGOIN JALLIEUX CEDEX;474930054;
C0891;VILLE DE BRETIGNY/ORGE;;;;
C0922;VILLE DE BRIOUDE;43101;BRIOUDE;471745601;
C00000001065;VILLE DE BRIVE LA GAILLARDE;19100;BRIVE LA GAILLARDE;555236351;
C00000002967;VILLE DE BRIVES-CHARENSAC;43700;BRIVES CHARENSAC;471021255;
C00000001247;VILLE DE CARCASSONE;11835;CARCASSONNE;;
C00000003329;VILLE DE CEBAZAT;63118;CEBAZAT;473874342;
C0749;VILLE DE CHAMPDIEU;42600;CHAMPDIEU;;
C00000001646;VILLE DE CHASSIEU;69680;CHASSIEU CEDEX;;
C0782;VILLE DE CHATEAUNEUF;42000;CHATEAUNEUF;;
C00000002772;VILLE DE CHAUFFAILLES;71170;CHAUFFAILLES;;CODE SERVICE : A1
C00000001288;VILLE DE CHAZELLES SUR LYON;42140;CHAZELLES SUR LYON;477542020;
C00000001268;VILLE DE CLERMONT FERRAND;63033;CLERMONT FERRAND CEDEX;;
C00000002441;VILLE DE CLUNY;71250;CLUNY;;
C00000001487;VILLE DE COIGNIERES;78311;MAUREPAS CEDEX;;
C00000003165;VILLE DE COLOMBIER SAUGNIEU;69124;COLOMBIER SAUGNIEU;;
C00000002008;VILLE DE COURNON D'AUVERGNE;63800;COURNON D'AUVERGNE;;
C0754;VILLE DE CUZIEU ;42000;CUZIEU ;477948405;
C0791;VILLE DE DES MEES;4190;LES MEES;492340301;
C00000002897;VILLE DE DIEMOZ;38790;DIEMOZ;478962008;
C0955;VILLE DE DIEULEFIT;26220;DIEULEFIT;475469680;
C0790;VILLE DE FARNAY;42320;FARNAY;477735946;
C0741;VILLE DE FEURS;42110;FEURS;477274000;NUMERO D'ENGAGEMENT OBLIGATOIRE POUR LA STRUCTURE DESTINATAIRE
C00000002484;VILLE DE FEYZIN;69320;FEYZIN;;
C00000002097;Ville de FLEURY D AUDE;11560;FLEURY D AUDE;468466060;
C0756;VILLE DE FRAISSES;42490;FRAISSES;477405640;
C00000001111;VILLE DE GENAS;69;GENAS;;
C00000002430;VILLE DE GENILAC;42800;GENILAC;;
C00000001414;VILLE DE GILLY;73200;GILLY SUR ISERE;479320407;
C0766;VILLE DE GRAND CROIX;42320;GRAND CROIX;477732243;
C00000002564;VILLE DE GRIGNY;69520;GRIGNY;;
C00000002279;VILLE DE GRUISSAN;11430;GRUISSAN;;
C00000000978;VILLE DE GUEUGNON;;GUEUGNON;385858439;
C0770;VILLE DE HAUTEVILLE LOMPNES;1000;HAUTEVILLELOMPNES;;
C00000001801;VILLE DE L ETRAT;42580;L ETRAT;477913131;
C0942;VILLE DE L'HORME;42152;L HORME;;
C0775;VILLE DE L'ISLE SUR SORGUES;84800;L'ISLE SUR SORGUES;;
C00000002575;VILLE DE LA COTE SAINT ANDRE;38260;LA COTE-SAINT-ANDRE;;
C0925;VILLE DE LA FOUILLOUSE;42480;LA FOUILLOUSE;477301034;
C00000002183;VILLE DE LA GARDE;83957;LA GARDE;;
C0869;VILLE DE LA RICAMARIE;42150;LA RICAMARIE;477810400;CODE SERVICE OBLIGATOIRE :<>03 ou 02 OU 17<>
C00000000989;VILLE DE LA TALAUDIERE;42351;LA TALAUDIERE CEDEX;477539200;
C0758;VILLE DE LA VOULTE SUR RHONE;7800;la Voulte sur Rhone;;
C00000002382;VILLE DE LANGEAC;43300;LANGEAC;471771834;
C00000001572;VILLE DE LEMPDES;63370;LEMPDES;;
C0780;VILLE DE LORETTE;42420;LORETTE;477733044;pascal combe 06 73 86 78 02 (montage scène)<>modules scène de 1,2m retirables
C00000001400;VILLE DE LYON;69205;LYON CEDEX 01;;
C00000002397;VILLE DE MABLY;42300;MABLY;;
C00000001645;Ville de MARIGNANE;13722;MARIGNANE CEDEX;;
C00000002521;VILLE DE MEYS;69110;MEYS;;
C00000001485;VILLE DE MEYTHET;74960;MEYTHET;;
C00000001197;VILLE DE MEYZIEU;69330;MEYZIEU;;
C00000001428;VILLE DE MONACO;98015;MONACO CEDEX;33793152896;
C0762;VILLE DE MONISTROL SUR LOIRE;43120;MONISTROL SUR LOIRE ;471756130;ENVOI FACTURE PAR MAIL (24/01/18)
C0900;VILLE DE MONT DE LANS;38860;LES DEUX ALPES;476796262;
C0750;VILLE DE MONTBRISON;42300;MONTBRISON ;;PRIVILEGIER TOUJOURS LE N° D'ENGAGEMENT.<>SI ABSENT, NOTER LE CODE SERVICE : 03<><>BIEN SÉPARER VILLE DE MONTBRISON ET THEATRE DES PENITENTS
C00000002762;VILLE DE MONTCEAU LES MINES;71300;MONTCEAU LES MINES;;
C00000003307;VILLE DE MONTREGARD;43290;MONTREGARD;;
C0763;VILLE DE MONTROND LES BAINS;42210;MONTROND LES BAINS;477544277;
C00000001800;ville de moulins;3016;MOULINS CEDEX;;
C0776;VILLE DE MURET;31607;MURET CEDEX;;
C0777;VILLE DE NERONDE;42510;Neronde;477273044;
C00000002851;VILLE DE NICE;6000;NICE;;
C00000003337;VILLE DE PALAVAS LES FLOTS;34250;PALAVAS LES FLOTS;;
C00000001252;VILLE DE PASSY;74190;PASSY;;
C00000002660;VILLE DE PELUSSIN;42410;PELUSSIN;;
C0868;VILLE DE PLANFOY;42100;PLANFOY;;
C00000001527;VILLE DE POMEYS;69590;POMEYS;;
C00000001529;VILLE DE POMMIERS EN FOREZ;42260;POMMIERS EN FOREZ;477654063;
C00000002159;VILLE DE PONT DE CHERUY;38232;PONT DE CHERUY;;
C00000001689;VILLE DE REMILLY SUR TILLE;21560;REMILLY SUR TILLE;;
C00000001335;VILLE DE RIORGES;42153;RIORGES;477238026;
C0746;VILLE DE RIVE DE GIER;42800;RIVE DE GIER ;477830780;ENVOI PAR MAIL À SERGIO OU CHORUS<><>NOTER LE:  N° DU MARCHÉ : 14S1670
C00000001835;VILLE DE ROANNE;42328;ROANNE CEDEX;;
C0834;VILLE DE ROCHE LA MOLIERE;42230;ROCHE LA MOLIERE;477907700;
C0771;VILLE DE ROQUEVAIRE;13360;ROQUEVAIRE;482040247;
C00000001895;Ville de SAINT CYR SUR MER;83270;SAINT CYR SUR MER;494262622;
C00000002317;VILLE DE SALLANCHES;74700;SALLANCHES;;
C00000001242;VILLE DE SAMOENS;74340;SAMOENS;450344238;
C00000001440;VILLE DE SAVIGNY SUR ORGE;91600;SAVIGNY SUR ORGE;;
C00000000984;VILLE DE SENAS;13560;SENAS;490572003;
C00000002637;VILLE DE SETE;34206;SETE;;
C0761;VILLE DE SOLLIÈS-PONT;83210;SOLLIES-PONT;494135800;
C00000001170;VILLE DE SORBIERS;42290;SORBIERS;477010574;
C0789;VILLE DE SOUCIE EN JAREZ;69510;SOUCIEU EN JAREZ;478052633;
C0760;VILLE DE ST BONNET LE CHATEAU;42380;SAINT BONNET LE CHATEAU;;
C0792;VILLE DE ST CHAMOND;42400;ST CHAMOND;477310441;<>N° du marché à noter : 23.027<><>CLT ou SLE ou SPO<><>Pas besoin de N° de commande
C0744;VILLE DE ST ETIENNE ;42007;SAINT-ETIENNE;;
C0764;VILLE DE ST FONS;69195;SAINT FONS CEDEX;;
C00000002976;Ville de ST FORTUNAT sur Eyrieux;7 360;SAINT FORTUNAT SUR EYRIEUX;;
C0779;VILLE DE ST GALMIER;42330;Saint Galmier;;
C00000001309;VILLE DE ST GENEST MALIFAUX;42660;ST GENEST MALIFAUX;;
C00000001018;VILLE DE ST GENEST-LERPT;42530;SAINT-GENEST LERPT;477505730;
C00000001199;VILLE DE ST GERVAIS;74170;SAINT GERVAIS LES BAINS;450477744;
C0768;VILLE DE ST HEAND;42000;ST HEAND;477304123;
C0865;VILLE DE ST JEAN BONNEFONDS;42650;SAINT JEAN BONNEFONDS;477950703;
C00000001294;VILLE DE ST JOSEPH;42800;ST JOSEPH;;
C0787;VILLE DE ST JUST ST RAMBERT;42170;ST-JUST ST-RAMBERT;477524853;
C0783;VILLE DE ST MARCELIN EN FOREZ;42680;ST MARCELIN EN FOREZ;477528885;
C00000001262;VILLE DE ST MARCELLIN;38160;SAINT MARCELLIN;;
C00000001711;VILLE DE ST MARTIN LA PLAINE;42800;SAINT MARTIN LA PLAINE;;
C0550;VILLE DE ST PAUL 3 CHATEAUX;26130;SAINT PAUL 3 CHATEAUX;;
C00000001292;VILLE DE ST PRIEST EN JAREZ;42270;ST PRIEST EN JAREZ;477744181;
C00000001403;VILLE DE ST QUENTIN FALLAVIER;38295;ST QUENTIN FALLAVIER;474948800;
C0774;VILLE DE ST RAMBERT D'ALBION;26140;ST RAMBERT D'ALBION;475310192;
C00000001915;Ville de ST SYMPHORIEN SUR COISE;69590;SAINT SYMPHORIEN SUR COISE;;
C00000002339;VILLE DE ST VICTORET;13729;SAINT VICTORET;442153200;
C00000001460;VILLE DE ST-GENEST MALIFAUX;42660;SAINT GENEST MALIFAUX;;
C00000001352;VILLE DE STE CROIX EN JAREZ;42800;SAINTE CROIX EN JAREZ;;
C0781;VILLE DE STE SIGOLENE;43600;SAINTE-SIGOLENE;;
C0765;VILLE DE SURY LE COMTAL;42450;SURY LE COMTAL;;
C0767;VILLE DE TASSIN LA DEMI-LUNE;69812;TASSIN LA DEMI-LUNE CEDEX;472592211;
C00000001804;VILLE DE THAON LES VOSGES;88150;THAON LES VOSGES;329392804;
C0793;VILLE DE THIERS;63300;THIERS;473808880;
C0773;VILLE DE TRESQUES;30330;TRESQUES;;
C00000001317;VILLE DE VALDEBLORE;6420;VALDEBLORE;;
C00000001271;VILLE DE VALENCE;26021;VALENCE CEDEX;475792000;
C00000003145;VILLE de VALRAS-PLAGE;34350;VALRAS-PLAGE;;
C00000002819;VILLE DE VALSERHONE;1200;VALSERHONE;;
C0747;VILLE DE VEAUCHE;42340;VEAUCHE ;477368282;
C0745;VILLE DE VEAUCHETTE;42340;VEAUCHETTE ;477546105;
C00000001492;VILLE DE VENISSIEUX;69200;VENISSIEUX;;
C00000001331;VILLE DE VILLARS;42390;VILLARS;;
C00000001327;VILLE DE VILLEFONTAINE;38093;VILLEFONTAINE;474960000;
C00000002063;VILLE DE VILLEURBANNE;69601;VILLEURBANNE;;
C00000001404;VILLE DE VIRY;74580;VIRY;450047026;
C00000001392;VILLE DE VOIRON;38507;VOIRON CEDEX;476672740;
C00000002238;VILLE DE VOREY;43800;VOREY;;
C0784;VILLE DES ARCS SUR ARGENS;83660;Les Arcs sur Argence;;
C0743;VILLE DU CHAMBON FEUGEROLLES;42501;LE CHAMBON FEUGEROLLES;477403020;- CL220009 Location matériel scénique théâtre Albert camus<>- CL220008 Location matériel scénique La Forge<>- CL220019 Fourniture consommable lié aux spectacles
C0757;VILLE DU CHEYLARD ;7160;LE CHEYLARD;475290710;
C00000001253;VILLE DU MONT-DORE;63240;LE MONT-DORE;;
C00000001468;VILLE DU PUY EN VELAY;43011;LE PUY EN VELAY CEDEX;471040740;
C0772;VILLE GENILAC;42800;GENILAC;;
C00000002902;VILLE LES VILETTES;43600;LES VILETTES;;
C00000003017;Vincent GOEPP;42660;PLANFOY;;
C00000001346;VINCENT RIBERA PRODUCTIOIN;30240;LE GRAU DU ROI;;ATTENTION : ENVOYER LES FACTURES EUN PJ PAR LA BOITE GMAIL ET NON PAS DIRECTEMENT PAR LOCMAT
C0795;VINCENT XAVIER;42660;TARENTAISE;;
C00000001842;VINTAGE PROD;75008;PARIS;;
C0796;VIOU ERIC;42000;SAINT ETIENNE;626656415;
C00000002877;VIP Genilac;42800;GENILAC;477352426;
C00000001056;VISUAL TV;92230;GENNEVILLIERS;04 72 91 38 38;
C0935;VISUEL;51100;REIMS;;
C0798;VITAGYM;42580;L'ETRAT;;
C00000002674;VITE & LOIN;69005;LYON;;
C00000001077;VIVRE EN L'ONDAINE;42500;LE CHAMBON FEUGEROLLES;04 77 56 37 88;
C00000001437;VLAHOVIC TOMISLAS;69590;POMEYS;;
C00000002304;VLS;78533;BUC;;
C00000002229;VOCAL EFFECT;42000;SAINT-ETIENNE;;
C0929;VOKALIZ;42000;SAINT_ETIENNE;;
C00000002125;VOLUNTAS FILMS;42000;SAINT ETIENNE;;
C00000003339;VOLVIC VOLCANIC EXPERIENCE;63530;VOLVIC;;
C00000002427;VOX OFFICE;42000;SAINT ETIENNE;;
C00000003120;VOX POPULI Evénements;3200;VICHY;;
C00000002870;VOX PROJECT;42000;SAINT ETIENNE;;
C0799;VOYAGESJ UST;42000;SAINT ETIENNE;;
C00000001528;VPCOM;92100;BOULOGNE BILLANCOURT;;
C00000001239;VTB & ASSOCIÉS;42952;SAINT-ETIENNE;477434700;
C0800;VULCAIN PNEUS;42100;Saint Etienne;477375428;
C00000003239;W SPECTACLE;75003;PARIS;156537600;
C0074;WA'DADA;42100;ST ETIENNE;;
C00000002134;WAEFFLER Sandrine et Serge;1280;PREVESSIN-MOENS;;
C00000001945;WAKE UP PRODUCTION;92000;NANTERRE;;
C00000002120;WALACK Eric;;;;
C0555;WALDEHIEM MANU;;;;
C00000001144;WALIBI RHONE ALPES;38630; LES AVENIERES;08 20 42 64 36;
C00000001654;WAOU PRODUCTION;75020;PARIS;;
C00000002241;WEST AFRICA EVENTS Ltd;;VICTORIA  MAHE SEYCHELLES;22261115093;
C00000003018;WILLIAMARRIBART ENTERTAINMENT;69800;SAINT PRIEST ;;
C0801;WONC CREW;34110;FRONTIGNAN;467489923;06 25 09 62 69 KEO /06 64 71 70 20 ARNAUX
C0644;XL SONO;42160;ANDREZIEUX BOUTHEON;477373283;
C0965;XLS;42000;SAINT-ETIENNE;;
C0802;XTREME PROD;42110;CIVENS;477262819;
C00000002857;YACAPO ET COMPAGNIE;42700;FIRMINY;;
C00000001778;YAMAHA MUSIC EUROPE;77183;CROISSY BEAUBOURG;;
C0047;YANN ARNAUD;42000;ROZIERE EN DONZY;;
C0803;YEB MUSIC & MANAGEMENT;75008;PARIS;145726949;
C00000002145;YES HIGH TECH;42000;SAINT-ETIENNE;477337369;
C00000001797;YESSS ELECTRIQUE;42160;ANDREZIEUX BOUTHEON;477555190;
C0108;YMA;42740;Saint Paul en Jarez;477733301;
C00000002516;YUKAN;69120;VAULX EN VELIN;472734833;
C00000001955;YUKI Précission SAS;69393;LYON CEDEX 03;;
C00000002816;YUMA PRODUCTION;75009;PARIS;;
C00000001659;Z ENSEMBLE LES ENFANTS DE PASSAGE;42000;SAINT ETIENNE;;
C00000002773;Z- ZERO;75011;PARIS;;
C00000002450;ZAKZIK;93400;SAINT OUEN;;
C0804;ZAMZAMA PRODUCTIONS;75014;Paris;;
C0425;ZANZIBAR;75012;PARIS;144754242;
C00000001150;ZEBRA SQUARE;42000;SAINT-ETIENNE;;
C00000002095;ZEBRADIFF;43330;SAINT FERREOL D'AUROURE;;
C00000001458;ZENITH DE SAINT-ETIENNE METROPOLE;42950;SAINT-ETIENNE CEDEX 01;477200709;
C0808;ZOE COMMUNICATION;42100;ST-ETIENNE;477490999;
C00000001164;ZOE EXPO;42100;SAINT-ETIENNE;;
C0805;ZOTO ANTOINE;42100;ST ETIENNE ;477412806;
C00000003301;ZOUAVE PRODUCTIONS;75011;PARIS ;;
C00000003191;ZWAZO PRODUCTION;97460;SAINT PAUL;;
